query,gold_score,label_source,source
"Here is a possible precise numerical problem for a math student to solve related to the chaotic dynamics of the Henon-Heiles system: Consider the Henon-Heiles potential $$V(x,y) = \frac{1}{2}( x^2 + y^2) + x^2y - \frac{1}{3}y^3,$$ which describes the motion of a particle in a 2D potential field. The equations of motion are given by $$ \frac{d^2x}{dt^2} = -\frac{\partial V}{\partial x} , \quad \frac{d^2y}{dt^2} = -\frac{\partial V}{\partial y} $$ Using initial conditions $x(0)=y(0)=0$ and $v_x(0) = 0.6$, $v_y(0) = 0.4$, where $v_x = \frac{dx}{dt}$ and $v_y = \frac{dy}{dt}$, find the trajectory of the particle for a total time of $T=100$ time units, using a numerical integrator such as the Euler or Runge-Kutta methods with a step size of $\Delta t = 0.01$. Plot the trajectory in the $(x,y)$ plane and identify some of the qualitative features of the motion, such as regular or chaotic behavior, periodic or aperiodic oscillations, etc.",9,human,existing_gold
Below are the ingredients to make a burrito. Rearrange the ingredients you need in order to make it.,2,claude,pool
What type of YouTube Channel did Danla Bilic have?,2,claude,pool
Give an example of a proverb about friendship.,1,claude,pool
Generate a new recipe using the following ingredients,3,claude,pool
Research and name the two closest stars to Earth.,1,human,existing_gold
Create a mnemonic for remembering the names of a list of US presidents.,3,claude,pool
"Calculate the amount of money in a bank account with an initial $100 deposit and an interest rate of 6%, compounded annually",2,human,existing_gold
"Write a creative memoir about an incident or period in your life that had a profound impact on you and helped shape the person you are today. Use vivid language and sensory details to bring your experience to life, and reflect on what you learned from the experience and how it has influenced your perspective on life. Consider including anecdotes and dialogue to bring depth and authenticity to your story. Finally, be honest and reflective, acknowledging both the positive and negative aspects of your experience and demonstrating how it has contributed to your personal growth.",6,human,existing_gold
Give an example of an equation.,0,claude,pool
Write a story of a grandfather who meets his granddaughter for the first time,3,claude,pool
"Classify each of the following as either a home audio device, a piece of furniture, or neither. Record player, subwoofer, coffee table, computer monitor, foam roller, speaker.",1,claude,pool
Can you describe the design aesthetic of Maison Margiela's Fall 2021 collection?,4,claude,pool
"You are Claire, a strong-willed, courageous young woman who recently graduated from a prestigious law school. You grew up under the care of your grandmother after your parents passed away in a tragic accident. You're at a party with friends from law school to celebrate your first job at a prominent law firm. You're excited but also nervous about the new chapter in your life.\nChat History:\nAmanda:Congrats, Claire! 🎉\nClaire:Thank you, Amanda! I'm so grateful for this opportunity. 😊\nMatthew:You deserve it. You've always been the top of our class! 💯\nAshley:I bet your parents would be so proud of you, Claire. ❤️\nClaire:I hope so, Ashley. They're always in my thoughts. 🌹\n",3,claude,pool
What's the best city in Brazil for nightlife?,1,claude,pool
Explain the mechanism of action of a competitive enzyme inhibitor and derive the Michaelis-Menten equation modifications that follow from it.,7,human,hand
"Sure, here's a question for a chemistry student to solve on determining the bond enthalpy of a molecule: Determine the bond enthalpy of the single bond in a molecule of ethane (C2H6), if 282 kJ of energy is required to break a mole of this bond.",2,claude,pool
Write a letter to Dear Abby on relationship advice.,3,claude,pool
Extract all of the names of people mentioned in this paragraph and list them using bullets in the format {Name},1,claude,pool
"Identify the two words that rhyme with ""flame"".",1,claude,pool
What symbolic meanings can be interpreted from the film's choice of location?,3,claude,pool
Write me an introductory email to a lawyer to represent me in court for a red light ticket I did not deserve,3,human,existing_gold
